Name,Phone,Email,Join Date,Amount,Address,Zip,Note
박 민수,01032161221,pewg7@@test.co.kr,2024-09-23,약 880천원,서울,7310,Note
최.영.희,01096985608,svdc9k@@test.co.kr,4/1/2024,129,089원,Jeju,29830,---
 Lee James ,+82 10-5220-6965,47czsg,2022. 6. 10,134415,Gwangju,393,NULL
최.영.희,01049919656,mgj8k@@com,2021-02-12,879575,Sejong,304,NULL
박 민수,010-2270-6389,p2j5c@,2023. 11. 12,541,196원,Sejong,89436,---
 최.영.희 ,010 5705 9376,haqp79@com,2023-04-21,13.1923만원,Incheon,659,NULL
최.영.희,01049145201,goy8tv@hanmail.net,2021-02-07,719183,부산,659,Note
 홍길동 ,010-3668-0789,nd5e74@hanmail.net,10/28/2021,790,178원,부산,52632,---
 최.영.희 ,010 6327 0155,myxhvi@gmail.com,2020-03-24,26011,Jeju,62256,---
 N/A ,01098556861,1dajo@@com,7/10/2021,334494,서울,704,Note
박 민수,010 4272 2686,b9en4@com,8/4/2023,282571,Incheon,349,Note
홍길동!!,01088078914,kfe9ll@,2024-11-18,약 513천원,부산,525,NULL
Lee James!!,010-0776-4610,eb5upq,5/19/2020,278874,Daejeon,656,Note
 Lee James ,Phone: 3470-5664,5951n@hanmail.net,4/19/2022,156294,Daejeon,108,---
최.영.희,Phone: 3019-5416,5qiug,2021-04-28,26.7522만원,Incheon,919,Note
 홍길동 ,+82 10-7432-9733,nxlvw@hanmail.net,2023. 7. 7,371,918원,부산,74895,Note
박 민수,+82 10-2841-5680,icsgpp@gmail.com,4/1/2024,176,162원,Gwangju,578,NULL
N/A,Phone: 3045-6012,o92as4@com,2023. 1. 2,69,252원,대구,13695,---
홍길동,Phone: 9344-6670,dkytb4@com,2021. 9. 8,3.3709만원,대구,597,NULL
박 민수,Phone: 7373-9093,7290a@hanmail.net,11/18/2021,815,187원,Daejeon,318,Note
최.영.희,010-6380-4900,xgjsl8@hanmail.net,6/13/2024,77.123만원,서울,77,NULL
N/A,010-4567-3185,eabk7p@com,2023-02-10,359819,Gwangju,57819,Note
홍길동,010 5273 8003,3c1kp@hanmail.net,2021-02-15,299239,Incheon,44756,Note
 Lee James ,+82 10-3955-9670,45f59u@com,2022. 10. 21,568153,부산,967,Note
 박 민수 ,Phone: 5144-6892,b50s6@naver.com,2020. 7. 26,387265,Incheon,24497,Note
박 민수,+82 10-2753-0855,bm6xqb@,2024-01-03,987,421원,Gwangju,50820,Note
최.영.희,Phone: 6415-5681,7izgb,2024-10-24,63.1655만원,부산,258,NULL
N/A!!,+82 10-6417-4814,9ey5y@com,12/13/2023,약 195천원,Sejong,361,---
홍길동123,Phone: 1508-3429,morqhc@,2022-06-23,439099,Jeju,640,---
 Lee James ,010 6628 1334,uxr5um,2023. 3. 14,약 150천원,Incheon,172,NULL
 최.영.희 ,+82 10-6352-3151,pt8169@naver.com,2024. 2. 6,42121,Gwangju,172,NULL
김철수,010-8038-9173,zuiet@com,2020. 7. 7,653323,Gwangju,490,NULL
김철수!!,010 2496 7006,uhcgl8@@com,2021-03-11,835,942원,부산,62189,NULL
Unknown,+82 10-1522-0064,sjx4kw@@,6/20/2022,231109,Jeju,48107,NULL
최.영.희,010-0902-0092,ou6ski@test.co.kr,2023. 12. 6,54424,Gwangju,54164,---
N/A,010 5481 0733,xpi4f,2023-04-22,301,613원,Sejong,66798,NULL
박 민수,+82 10-9139-8188,fhwmth@naver.com,2022-03-17,658,365원,Incheon,455,Note
최.영.희,+82 10-3633-5682,4j99td@@com,2022. 9. 11,약 316천원,Gwangju,13290,Note
Unknown123,010 1909 5350,1wh3g@naver.com,2020. 12. 5,97.6261만원,대구,58850,---
N/A,010-7064-9344,kowxgx,10/22/2022,22.0688만원,Jeju,383,---
최.영.희,010 2822 8236,1x4hx,2021. 6. 18,79.5913만원,Incheon,28751,NULL
최.영.희,01031443491,nt35l@@com,10/11/2020,174,803원,서울,309,---
N/A,010 3113 1771,lk6afk@@gmail.com,2020-07-28,751,713원,Gwangju,571,---
김철수,+82 10-6003-5195,vitb2m,4/3/2024,약 385천원,Daejeon,301,NULL
 홍길동 ,010 8985 0015,28md7r@test.co.kr,2023. 5. 17,283,231원,부산,90765,NULL
N/A,010-1584-3772,j03ojn@test.co.kr,1/6/2020,400232,Daejeon,66013,Note
N/A,+82 10-2681-3410,ckhak,2024. 2. 25,707,108원,대구,49666,NULL
박 민수123,+82 10-8484-5243,2tm0wd@@com,2023-07-15,680578,서울,955,NULL
김철수,Phone: 0577-6199,0dylv@test.co.kr,2/11/2022,313,119원,Gwangju,653,---
Unknown,+82 10-3352-8036,ueede4,2/2/2020,약 199천원,Jeju,481,---
N/A123,Phone: 3030-7694,60gtxs@test.co.kr,2024-10-17,277878,Sejong,431,---
Unknown,010 4815 9298,x6tkv@@test.co.kr,8/19/2023,6423,Incheon,92440,NULL
최.영.희,010 6509 4344,a5luwi@test.co.kr,2021. 6. 5,40863,Incheon,8353,Note
김철수,Phone: 2636-6574,by185h@gmail.com,2021. 10. 15,657011,Daejeon,70113,Note
Lee James,+82 10-9387-1430,39ycfc@@com,1/8/2020,706327,Incheon,8022,---
Unknown,+82 10-9201-0245,3oay9f,2021-10-20,337944,서울,962,NULL
N/A123,010-2581-2143,8hknxu@hanmail.net,2023. 1. 6,약 370천원,부산,257,---
N/A,010 4563 5496,aev45@test.co.kr,2021. 8. 20,462740,Gwangju,950,---
Lee James,01031081039,0dmake@@test.co.kr,1/14/2023,60,431원,대구,243,NULL
N/A,01020371781,4uh9j@,2024. 8. 6,830531,Daejeon,606,NULL
최.영.희,+82 10-2995-9324,ahbe7l@@test.co.kr,2024-04-02,53.9168만원,Incheon,266,---
Unknown,010 8371 9777,bwmvse@hanmail.net,2023-10-09,약 853천원,Daejeon,75602,---
 N/A ,Phone: 3505-0454,kko83@gmail.com,2021-10-15,435,845원,부산,774,NULL
 최.영.희 ,01086345037,w2t75@@gmail.com,2021. 4. 3,147,300원,Gwangju,166,NULL
Unknown!!,+82 10-2738-5546,tx9qud,2021. 9. 12,4.2692만원,Sejong,32346,---
 홍길동 ,01070175136,1fwqze@gmail.com,2023. 2. 25,약 931천원,부산,93419,---
Lee James,010-5545-3430,oy7v78@@hanmail.net,11/19/2021,926,152원,Jeju,870,NULL
박 민수,Phone: 6218-9933,6krtco@@naver.com,12/12/2020,517340,부산,494,Note
 Lee James ,Phone: 1400-2108,ovvpo7j@com,6/23/2023,약 760천원,대구,149,NULL
박 민수,010-7819-4965,1asaxn,2022. 9. 11,약 952천원,Daejeon,52589,NULL
Unknown123,01086835794,v8bty7,11/28/2022,477,180원,Daejeon,32763,Note
최.영.희,+82 10-5516-5561,inu6af,2023-07-01,609850,Jeju,262,NULL
박 민수,Phone: 4054-7441,sr3tad@@com,7/18/2024,973,028원,Sejong,33864,---
 Lee James ,01097716428,g3qh57@naver.com,11/23/2020,107776,Jeju,48,Note
최.영.희,010 9306 6140,7p9nvo@com,2022-07-17,20.8574만원,Sejong,29,---
박 민수,01004534182,spmc79@,9/17/2020,70.5384만원,대구,743,---
박 민수123,01073591631,zmfvbw@hanmail.net,2023-08-18,987,518원,Daejeon,30190,---
Unknown123,010 0519 4623,9vtck2,2024-01-21,약 646천원,Jeju,36022,---
최.영.희,01047268371,xgkvoh@@hanmail.net,2023. 4. 14,319962,Incheon,401,---
홍길동,010-9795-2287,j4zku@@gmail.com,1/8/2024,364,828원,서울,62012,Note
Unknown,010-8496-8322,jawqfk,2022-10-12,0.8303만원,Daejeon,329,NULL
 홍길동 ,01064114321,eixix@naver.com,11/17/2023,929,720원,Gwangju,16534,Note
Lee James123,+82 10-8070-1309,8z6ndo,2023. 10. 17,63,189원,Daejeon,442,---
홍길동,010-4462-1214,83ibyr@@test.co.kr,4/22/2023,409,616원,대구,487,NULL
김철수,Phone: 6515-5112,0991us@com,5/12/2022,486,302원,Daejeon,655,---
김철수!!,+82 10-8655-9065,419no,2/11/2020,20788,부산,229,NULL
홍길동,010 7528 4884,yb3uw8@,2024. 11. 3,348461,대구,502,NULL
 최.영.희 ,010 9973 6234,tc24d@gmail.com,2021-06-09,12.775만원,Sejong,789,NULL
최.영.희!!,+82 10-2850-4211,tj7t5le@hanmail.net,5/12/2020,49.9819만원,Sejong,7336,NULL
최.영.희,010 9442 1337,5tvcej,2024. 3. 20,229085,부산,673,Note
 홍길동 ,010-6774-4290,ortv3r@@gmail.com,2021. 11. 8,763,423원,서울,99949,Note
김철수,01011090894,t6q015p@hanmail.net,8/16/2022,644780,서울,222,NULL
홍길동,010-0478-0838,oxnn2q@hanmail.net,2020-07-04,약 551천원,서울,11324,NULL
Lee James,010 1908 9416,sugtk@hanmail.net,1/8/2022,152192,Sejong,34205,Note
홍길동123,010-2811-3878,8jbkl@,3/3/2021,88.6893만원,Sejong,678,Note
Lee James123,010 3582 8687,b93nxq,2021-03-10,4.0268만원,부산,586,---
박 민수,010-3166-2969,jcuoan@hanmail.net,2022. 11. 11,835333,대구,50827,NULL
Unknown,010-0849-6616,wtn6ps@@naver.com,1/14/2024,636,856원,대구,728,Note
박 민수,Phone: 6270-1766,jdgxor@test.co.kr,2021. 10. 7,27.0107만원,대구,926,NULL
 N/A ,01048727453,h2p4zf@test.co.kr,2023-06-25,약 735천원,Daejeon,826,---
박 민수,+82 10-0383-5807,xjyb4@hanmail.net,2022. 10. 8,236312,Incheon,474,NULL
 김철수 ,Phone: 7487-3561,ti5sg@@naver.com,4/18/2021,49,804원,Sejong,197,Note
 김철수 ,+82 10-0355-9357,455ln2q@com,2023-08-17,35.952만원,Incheon,271,---
 Unknown ,+82 10-6544-2611,7jjq7@@naver.com,2024-09-23,621089,Jeju,651,NULL
최.영.희123,+82 10-3858-3377,5wwnq@test.co.kr,2023. 9. 8,274536,Jeju,6943,Note
홍길동123,01021782744,o0tqvs,2023. 8. 16,307310,Gwangju,80875,NULL
Unknown,Phone: 6798-4097,6b6z3,4/24/2024,30,660원,Sejong,93464,Note
최.영.희,010-8538-2298,e3m7lq@,2020. 2. 26,608921,Sejong,97192,---
Unknown,01079898841,3t8x8i@naver.com,2024. 4. 17,145196,대구,97046,NULL
최.영.희,+82 10-2816-6224,pc4124,6/23/2022,약 722천원,Daejeon,116,NULL
김철수,+82 10-0013-3317,xnfk2w@gmail.com,2021. 4. 20,약 176천원,Jeju,692,---
N/A!!,+82 10-9623-1024,2oej9,11/8/2024,약 113천원,Sejong,452,Note
홍길동123,+82 10-0330-4559,crk9q@hanmail.net,2021. 11. 12,310,551원,Daejeon,41946,Note
김철수,01033619467,a2jg4x,2022. 9. 15,약 593천원,Daejeon,7457,NULL
최.영.희123,01037663507,qx34ig@@test.co.kr,11/1/2023,57.3658만원,Gwangju,53479,NULL
 Unknown ,010 3631 0745,sgq4uq@naver.com,2023. 6. 19,537187,Jeju,54518,---
김철수,01070296743,vk7ts,2021. 12. 6,246,175원,Daejeon,35013,NULL
홍길동,010 9400 7598,r1xie@gmail.com,2020. 4. 25,868746,Incheon,14328,NULL
홍길동123,010 7603 5044,mqyqud@hanmail.net,4/1/2024,약 490천원,부산,209,NULL
김철수,01080881452,wuvnr@@,2024. 5. 3,413,849원,서울,329,NULL
Unknown123,010 7373 5368,3n7uh@@test.co.kr,2022-03-18,795320,서울,588,---
김철수!!,010 4174 4939,d9wqdb@test.co.kr,1/24/2020,405605,Daejeon,917,---
N/A,01062762259,okp82l@gmail.com,2024-03-26,734,336원,Gwangju,948,NULL
김철수!!,Phone: 9218-5103,edtl2e@test.co.kr,7/7/2024,13.9914만원,서울,572,Note
박 민수,010-9882-3267,bwr8tl,2022-12-22,597604,Daejeon,58435,NULL
홍길동,010 5296 7964,vfen4o@gmail.com,2024-06-28,357,038원,Daejeon,44500,NULL
최.영.희!!,+82 10-4900-7477,ee4m9r@@test.co.kr,2022. 8. 1,86.8788만원,서울,800,---
박 민수!!,010 7033 3640,ocyp4m@hanmail.net,2023. 8. 21,696,624원,Gwangju,41042,Note
 최.영.희 ,01053989831,s25wca@gmail.com,10/9/2021,6.3183만원,Incheon,37708,---
N/A,01055710593,y4c1e7@naver.com,2021. 9. 5,9804,서울,44715,NULL
Unknown,Phone: 1223-0383,qc7c6m@gmail.com,2023-02-17,28.2207만원,Sejong,42,NULL
홍길동!!,010 2454 6786,pw40do,2022. 12. 19,887053,서울,9579,Note
N/A,Phone: 7781-9433,ofxe3i@@naver.com,8/27/2024,262890,서울,24830,Note
홍길동,010-1735-9332,txz19,2024. 11. 9,541885,Sejong,30238,NULL
홍길동,010-7651-5561,beouz,5/5/2021,983830,Jeju,700,Note
Unknown,010 4966 3032,15pnz,2020-03-01,약 828천원,Sejong,238,NULL
 김철수 ,Phone: 1089-8222,uspyir@naver.com,2024. 7. 23,214325,대구,19666,NULL
Lee James,+82 10-3074-8772,5iwa7n@@hanmail.net,11/10/2023,949545,서울,635,---
김철수,010 5799 1729,7wvy05@@com,3/20/2024,686,009원,Jeju,922,---
김철수,Phone: 6413-3029,knxerc@@test.co.kr,2023. 9. 28,988,480원,부산,29654,---
최.영.희123,Phone: 5776-8232,z0tbujh,6/10/2022,78.262만원,Jeju,96183,Note
 Lee James ,01017798849,qn5e2y6@@test.co.kr,9/9/2022,151,318원,서울,201,Note
Unknown,010-4616-8328,ulr9qm@gmail.com,2020. 6. 7,88.2963만원,Incheon,31,Note
N/A,Phone: 9734-6450,pfnxsf,12/13/2021,828933,Gwangju,705,---
N/A123,010-7878-5896,02c1xc@,2023. 9. 28,23.7145만원,Gwangju,491,Note
Lee James!!,Phone: 2859-8957,yf5zug@hanmail.net,11/17/2020,724,545원,Sejong,3557,---
김철수!!,010-0534-8475,og13g5,3/3/2024,342240,대구,63591,Note
N/A!!,+82 10-3805-5187,ib4xnf@@gmail.com,4/27/2023,797,787원,대구,1533,Note
Unknown123,010-6278-2101,rwx09m@naver.com,7/8/2020,4.9398만원,Incheon,82,NULL
최.영.희,010-5912-2010,8l798h@@,2020-02-23,281,023원,Daejeon,1972,---
박 민수,010-1837-4344,lsq04@test.co.kr,2024-08-19,70.4105만원,부산,63017,---
Lee James,010-8259-2522,b9dx5@com,2021. 2. 8,285049,대구,635,Note
최.영.희,010-7487-6885,ax3xh5@com,12/8/2023,약 783천원,부산,72743,NULL
김철수,+82 10-6062-2592,dn4g1b@gmail.com,2020. 4. 4,33.1359만원,부산,15,Note
 김철수 ,01007372941,t9q2qt@@com,2020-03-23,135,161원,Incheon,479,Note
Lee James123,010-8067-3135,kes7in@com,2021. 6. 12,259,086원,Gwangju,497,Note
김철수,010-6272-8720,cdnp68@hanmail.net,9/1/2020,734784,부산,742,NULL
최.영.희,01089361724,t26dil@com,11/7/2021,531924,대구,340,---
홍길동,01071906342,h6ti0d@hanmail.net,3/6/2022,74.8808만원,Gwangju,892,NULL
 Lee James ,Phone: 1640-7222,ykjt2y@@test.co.kr,2020-02-23,24.3047만원,Daejeon,85016,---
N/A,Phone: 2835-4361,jatkm@com,2024. 2. 16,449126,대구,162,---
홍길동,010-9978-8347,dgyhoc@test.co.kr,2020. 4. 19,약 112천원,Gwangju,29233,NULL
 Unknown ,+82 10-9988-0646,zfnufm@test.co.kr,12/23/2023,약 356천원,서울,83058,Note
박 민수!!,010 1478 7456,wlch48@naver.com,2021-04-20,약 850천원,Sejong,876,Note
N/A,01026992642,eefkab@@hanmail.net,2023. 5. 27,약 834천원,대구,48104,Note
최.영.희,Phone: 0462-2706,ihc0p@@hanmail.net,2/1/2023,67.9108만원,대구,399,NULL
최.영.희123,010-2669-3428,2ptuw7@hanmail.net,2024-07-16,375987,Incheon,368,Note
박 민수,+82 10-4059-1524,dbs9an@com,2022-09-24,약 468천원,부산,789,---
Lee James,01066355900,3umy5n,6/8/2023,37.481만원,Daejeon,95014,Note
홍길동!!,+82 10-9098-9223,k5yjsl,8/26/2024,783595,Jeju,425,NULL
홍길동123,+82 10-4151-2747,9c0jyh,2024-04-16,약 428천원,대구,313,Note
 김철수 ,Phone: 3747-4720,okg6h@naver.com,6/15/2022,73.632만원,대구,471,Note
 N/A ,+82 10-3714-3032,vtgi87@@,9/15/2021,약 344천원,Incheon,76765,---
김철수,01001631059,xr6fc@@naver.com,6/23/2022,849215,부산,175,Note
Unknown,+82 10-5990-8437,h9rj1,2024-06-06,10.7979만원,서울,25333,NULL
Lee James,010-2501-0164,jpu1lo@com,2022-12-10,945,338원,부산,49333,NULL
 박 민수 ,+82 10-4725-9297,jz3x4d@naver.com,2021. 3. 10,0.9115만원,서울,70606,Note
Unknown!!,010 5768 4426,blh5x@@,2022. 11. 2,311,012원,Daejeon,53224,Note
박 민수123,010-4799-8294,mcgf83@@,4/12/2021,164,308원,Incheon,54015,Note
김철수,Phone: 9851-5927,q2vz7a,2021. 5. 1,약 584천원,Gwangju,880,NULL
N/A123,01092725593,vnufd@hanmail.net,2021-07-10,759702,Jeju,604,NULL
박 민수123,Phone: 2084-7926,vm5amr@naver.com,2022-03-09,514,547원,Sejong,55168,---
홍길동!!,01044141940,85vj04@gmail.com,12/4/2023,790764,부산,76155,Note
N/A123,+82 10-7758-6913,0m9m08,8/10/2023,46.6006만원,부산,590,---
홍길동,01046663139,ubyhd@@naver.com,8/21/2024,755,694원,Sejong,629,NULL
N/A,01093564533,15h8un,6/23/2022,약 172천원,부산,161,NULL
N/A,010 9617 8449,5ko6g8,12/13/2020,762,670원,Gwangju,37603,---
최.영.희,Phone: 0414-8483,rh7i2@hanmail.net,2023-11-17,104,714원,대구,611,Note
Unknown123,010-6282-3568,ruuhx,2022. 11. 27,545,053원,Sejong,248,Note
 N/A ,010 3510 0346,kuonzy@com,7/19/2023,179,108원,Jeju,23415,---
김철수123,Phone: 5745-5212,d46e77@gmail.com,7/15/2021,10.3921만원,Jeju,353,---
최.영.희!!,01022596681,orguno@,2024. 1. 24,558,753원,부산,712,Note
박 민수123,010 2490 2732,43f6a,6/18/2021,553553,Sejong,95811,---
김철수!!,010 7524 5165,i8c4im@naver.com,2022. 8. 17,32.2654만원,Sejong,295,NULL
Lee James123,010-4755-5081,9xsonv,9/17/2022,899313,부산,112,Note
최.영.희123,010 6407 2420,0k7oz@naver.com,6/8/2024,946621,Sejong,557,Note
 김철수 ,010 0577 2913,nax3@com,4/20/2022,870,097원,부산,77602,---
김철수!!,01036202245,u5406v@naver.com,1/19/2022,78.6767만원,Sejong,61459,NULL
최.영.희,Phone: 6805-1126,mn8w2s@@,2023. 11. 23,76.2946만원,부산,17062,NULL
N/A123,+82 10-1029-7629,rqlsra@@,1/15/2020,약 225천원,Daejeon,83960,---
홍길동,Phone: 4998-3822,io3pal@hanmail.net,1/17/2021,985,652원,Sejong,807,Note
 박 민수 ,01042130646,d8bgeh@test.co.kr,2023. 11. 9,88.6996만원,Incheon,165,NULL
 홍길동 ,010-8283-2200,czgtld@hanmail.net,2023-10-24,약 663천원,Jeju,18025,NULL
N/A123,01082378402,rzwri,3/22/2022,6844,Gwangju,87544,Note
 N/A ,010 0652 7919,7ofbr@test.co.kr,2024. 11. 20,976,466원,Gwangju,55771,Note
박 민수123,+82 10-8763-0898,0lrf0o,2020-10-19,587624,Gwangju,956,Note
 김철수 ,Phone: 6666-9574,nojqha@@test.co.kr,2024-10-07,39.565만원,Incheon,60118,NULL
홍길동!!,010-1273-8471,0ngwr@gmail.com,2023-06-21,694552,Sejong,90626,NULL
 김철수 ,+82 10-0781-8818,xg3ssl,2022. 7. 15,약 49천원,Sejong,52404,NULL
Lee James!!,010 9712 7436,lrnom9@@hanmail.net,2020-07-01,257401,부산,40140,Note
최.영.희123,Phone: 4069-2951,a1g27j@com,2023. 4. 8,333407,Incheon,39621,---
 박 민수 ,010-7460-9744,kahwra@com,2022. 6. 2,451333,서울,34921,Note
김철수,Phone: 9313-7149,ina9bz@hanmail.net,5/17/2023,576,513원,대구,31995,Note
김철수123,010 3712 0689,glmnsh,2023-04-11,약 775천원,Jeju,278,NULL
Lee James,01063048770,29m5j,2020. 5. 19,971641,부산,5346,---
Lee James,010-1897-1199,d9trae@naver.com,2023-05-28,178728,Daejeon,10338,---
 Lee James ,+82 10-6782-3171,vrxfw@@naver.com,7/24/2022,79.987만원,Jeju,363,Note
홍길동,010 1228 5617,jnm3uw@@com,2021. 11. 23,658,231원,Gwangju,306,---
 N/A ,010 6787 8863,m6eleg,1/3/2023,331173,Incheon,364,NULL
박 민수,010 8903 2120,9e88me8@test.co.kr,4/9/2021,125,470원,Sejong,5192,---
 Unknown ,010-3500-9885,u5llhk@@,2024-03-14,544637,Jeju,8138,Note
 최.영.희 ,+82 10-3742-3513,vs22li@naver.com,8/6/2023,92.9946만원,Gwangju,220,Note
박 민수,+82 10-2616-0267,nwnwm,2020-05-18,91.7609만원,Jeju,45923,NULL
박 민수,+82 10-6068-9103,1rdc9n@naver.com,4/22/2024,약 366천원,Gwangju,53449,NULL
Unknown!!,010-7876-6198,pvxabl@,12/3/2022,약 597천원,Sejong,33095,---
Lee James,010 2777 4673,eoazjd@,3/6/2023,8.9759만원,대구,88436,NULL
Lee James,01007770501,g6tw6i@@hanmail.net,2022. 9. 13,약 434천원,Incheon,28,NULL
박 민수,01032874957,osutq3,2021-12-08,374129,Daejeon,14646,NULL
Unknown123,Phone: 8449-3780,1zpi6k@hanmail.net,2022. 3. 7,약 49천원,부산,18,NULL
N/A123,+82 10-4512-3889,yxsdhs@gmail.com,2024-10-06,약 394천원,Sejong,50748,Note
 홍길동 ,010 8108 6404,4j1ds7@@test.co.kr,2022-08-20,395910,Jeju,89,---
 Unknown ,Phone: 1225-7360,49nufo@@gmail.com,5/14/2023,42.5175만원,대구,75935,NULL
N/A!!,01073687499,qay98t@,2023. 12. 18,947,098원,Gwangju,69605,Note
Unknown,Phone: 3730-9962,szhia@com,11/13/2022,992739,Daejeon,7167,NULL
박 민수,Phone: 2001-7660,df728q@naver.com,6/7/2020,약 335천원,Jeju,636,NULL
홍길동,010 1218 5519,bm3w7@gmail.com,7/6/2024,약 414천원,대구,3247,Note
김철수,010-3674-1332,y698j@naver.com,9/27/2024,395,032원,Sejong,281,---
 김철수 ,010 6922 3039,2ya6se@@com,2020. 11. 2,798,869원,서울,879,---
 박 민수 ,+82 10-0219-7701,rdpsq2@hanmail.net,2020-02-19,약 183천원,대구,747,---
홍길동123,010 3200 3532,yp6e8@naver.com,2021-05-22,146291,Incheon,337,Note
Unknown,010 5368 5448,36sdup@com,2024. 6. 9,923797,Gwangju,293,---
 김철수 ,+82 10-6340-7060,jk4b6b@gmail.com,2/27/2024,507,495원,Daejeon,169,---
Unknown!!,+82 10-0151-1912,nwfiw@com,11/17/2020,561547,Sejong,266,Note
 김철수 ,01042562228,ea2tka@@com,5/17/2023,27.3207만원,Incheon,569,Note
N/A!!,+82 10-2316-3375,iyc8q5@gmail.com,2024-12-20,약 198천원,서울,382,Note
 최.영.희 ,010 5450 5484,60icw@gmail.com,5/22/2022,827,852원,Jeju,11278,Note
김철수,010 8543 8955,ltuag@naver.com,8/28/2021,484986,서울,105,Note
김철수123,01075360629,f0fy5,2021. 2. 25,459188,Jeju,8293,NULL
N/A,01093788008,gfmjr@@naver.com,6/24/2022,165,204원,Sejong,80838,Note
 김철수 ,010-4506-5096,pvkyg@@hanmail.net,2020-11-14,129113,Sejong,77421,Note
 홍길동 ,010-8331-0125,ymlpv@@com,2022. 7. 17,97,266원,Sejong,170,NULL
Unknown,Phone: 9501-4867,oyxys7@,2023. 2. 18,907083,서울,84752,Note
김철수,010 3848 3058,73ps3j@,9/19/2022,580,983원,Jeju,77105,---
김철수,+82 10-6939-1809,c5mzl@test.co.kr,2022. 2. 6,569589,Sejong,334,Note
홍길동,Phone: 3819-2147,4noa3@,7/1/2023,66.3031만원,Gwangju,39122,---
최.영.희123,Phone: 1574-8880,1tqs8l@,2021. 4. 23,약 400천원,부산,836,Note
Unknown123,Phone: 0043-8416,jz86jp@hanmail.net,9/2/2021,55.2263만원,Incheon,86358,---
 김철수 ,Phone: 0082-8983,h1smf,10/11/2022,825260,Sejong,238,NULL
Lee James,01035314241,u5voeq@@naver.com,2021. 9. 11,약 754천원,Jeju,70322,NULL
김철수,Phone: 8416-5012,rw34d,9/3/2023,약 778천원,부산,19526,---
 최.영.희 ,Phone: 5436-1829,491n4@naver.com,2023. 6. 27,393208,Daejeon,73478,---
홍길동,+82 10-9486-0296,648ym,2022-02-03,870,430원,부산,84177,Note
Lee James123,Phone: 8082-7023,w6jm@,3/17/2024,72,593원,서울,50518,---
최.영.희123,Phone: 9353-7729,mp8df@naver.com,11/20/2024,751806,Daejeon,12802,NULL
Lee James,01030890118,vbscfh,2021-08-16,약 85천원,Daejeon,148,NULL
 박 민수 ,010-2141-9955,40px7,2022-05-06,715850,Incheon,26530,NULL
김철수,Phone: 3615-1220,rvikq@gmail.com,2020. 1. 9,481623,Incheon,697,NULL
N/A123,Phone: 5164-3787,c9ugq@hanmail.net,1/11/2023,153553,Sejong,197,Note
 박 민수 ,+82 10-2404-9354,cjn8d@hanmail.net,2022-10-13,651957,Jeju,144,Note
최.영.희,+82 10-8299-1539,i7q9u@naver.com,4/12/2022,487895,서울,89708,---
N/A,010 7282 3912,eznh9g@@,2021-03-15,709,558원,Incheon,69300,Note
 박 민수 ,Phone: 4561-3892,xo7krk@hanmail.net,2/10/2020,약 716천원,서울,3755,NULL
Lee James,01057272808,egriiy@@,2020. 3. 7,49.7022만원,서울,54,Note
N/A123,010-5099-4804,f4nen@,7/27/2020,878,483원,서울,357,---
홍길동123,Phone: 5333-5214,bmqlah@hanmail.net,2022. 7. 17,2753,대구,63118,---
Unknown123,010 1376 7955,biw7is@@test.co.kr,2023. 9. 10,55.1074만원,Daejeon,990,Note
N/A123,+82 10-0861-2202,mxo4tk@,11/3/2023,64,006원,Jeju,709,NULL
홍길동!!,Phone: 7553-7924,2vpfq@,6/12/2023,35.7563만원,Jeju,563,---
김철수123,01071653739,u1jvve7@@gmail.com,2020-06-23,340494,Gwangju,28864,NULL
 박 민수 ,010-5677-4364,pejir@naver.com,8/6/2020,603050,Gwangju,95753,---
N/A,010 1892 4359,qrcba9@@naver.com,2/14/2023,97.4413만원,Incheon,101,Note
김철수,010 8284 0081,cnd5oi@,2020. 7. 14,319711,Daejeon,70,---
홍길동,01052591403,sgyzzl@hanmail.net,2020. 11. 16,약 846천원,Daejeon,799,---
Lee James,Phone: 3197-4861,iss9xs@@hanmail.net,8/5/2024,601688,Daejeon,161,Note
김철수,010-0189-9290,34bvrq@@naver.com,2023-10-08,669506,Incheon,25742,Note
박 민수,010 0961 0800,e27d5o@test.co.kr,2020. 10. 21,821170,부산,6839,---
 최.영.희 ,+82 10-2138-8586,sg2v7,2023. 1. 17,43,689원,부산,745,---
Lee James,Phone: 2159-3464,m4l4n@test.co.kr,4/3/2022,147,383원,Gwangju,77374,---
 최.영.희 ,+82 10-8912-3713,sx87cn@@gmail.com,9/26/2020,137797,Sejong,16997,---
최.영.희!!,01088548128,e1igam@@test.co.kr,2021-02-26,966250,대구,95853,NULL
홍길동123,+82 10-3304-5262,x5czbd@com,8/8/2020,약 452천원,Jeju,455,Note
김철수,01096811570,eh0cyd@@gmail.com,2022-11-21,8.7961만원,부산,440,NULL
N/A,010-5057-7870,zwilga@hanmail.net,2023-11-19,744,869원,Sejong,80880,---
최.영.희,010-8056-8436,eakif,10/20/2020,713,360원,대구,771,NULL
홍길동123,010 4818 1430,eir5gi@,2023. 1. 27,51.6705만원,부산,28885,NULL
최.영.희,010 5164 3492,5cigq@@test.co.kr,2024. 4. 16,92,156원,부산,891,---
N/A,+82 10-5171-4826,7lh08t@hanmail.net,2023. 4. 8,13.7014만원,부산,572,Note
홍길동,01086579474,tou3x@com,2022. 11. 24,748135,부산,108,Note
